carat,cut_ord,clarity_ord,price
2.05,4,5,14820.3044
1,2,3,4802.356116
1.65,5,5,11635.31632
0.37,2,5,449.0072472
1.15,4,2,5919.823967
0.57,5,5,2602.826327
0.72,3,3,2620.978034
0.71,5,3,2858.101033
0.7,3,3,2453.709701
1.38,3,4,8598.634841
0.73,5,6,4398.774805
0.39,3,6,1234.455976
2.14,4,2,14199.60646
1.12,3,5,6881.948323
0.36,3,3,-389.8519624
0.42,3,4,569.75485
0.5,5,3,1101.783535
2,4,5,14402.13356
0.3,4,5,184.3252468
1.35,4,4,8508.110924
1.57,4,3,9890.260776
0.31,4,5,267.9594134
0.33,4,5,435.2277465
1.02,4,3,5290.381614
1.01,4,5,6122.351074
0.83,5,2,3403.909219
0.43,3,3,195.5872036
1.2,4,2,6337.9948
1.01,5,5,6282.729657
1.23,5,2,6749.275882
0.53,5,3,1352.686035
1,5,2,4825.690051
0.4,3,8,2233.693769
0.71,4,6,4071.127889
1.33,3,2,7264.860383
0.43,3,2,-262.2146093
0.31,3,4,-350.2209824
1.21,5,3,7039.809362
1.55,4,5,10638.59607
0.8,5,5,4526.412158
0.71,2,3,2376.965285
0.46,1,5,1041.336164
0.3,5,3,-570.8997962
1.21,2,6,7932.079053
2.14,5,2,14359.98504
0.7,2,2,1835.529305
1.03,5,3,5534.394364
1.06,3,3,5464.539698
1.41,5,4,9170.294507
0.3,4,4,-273.4765661
0.79,3,3,3206.4172
0.37,2,3,-466.5963787
0.62,4,3,1945.014951
0.7,3,5,3369.313327
0.39,3,6,1234.455976
1.12,4,6,7500.128719
1.14,3,8,8422.622095
0.9,5,4,4904.952011
0.5,3,2,323.2245567
0.75,5,2,2734.835887
0.38,5,6,1471.578975
1.07,2,5,6303.398908
0.34,3,2,-1014.922109
1.25,5,2,6916.544216
0.9,1,3,3805.635867
2.74,3,2,19057.27787
0.71,3,5,3452.947494
0.33,5,4,137.8045164
0.91,3,5,5125.630825
0.33,3,6,732.6509767
0.4,3,3,-55.31529612
1.11,4,3,6043.089114
0.24,2,7,277.3667076
1.01,3,3,5046.368865
0.31,3,4,-350.2209824
0.34,3,6,816.2851432
0.64,5,4,2730.46368
1.01,3,2,4588.567052
0.7,3,3,2453.709701
1.11,3,3,5882.710531
0.7,3,4,2911.511514
0.43,5,4,974.1461822
0.91,5,4,4988.586178
0.94,3,2,4003.127886
0.3,4,8,1557.730686
0.31,5,5,428.3379962
1.51,3,5,10143.68082
1.04,4,4,5915.451761
0.38,5,4,555.9753493
1.01,2,5,5801.593908
0.5,1,4,918.0710169
0.52,5,2,811.2500555
1.05,5,4,6159.46451
1.54,5,6,11173.1423
1,4,4,5580.915094
1.52,3,3,9311.71136
1.12,3,3,5966.344697
0.73,5,4,3483.17118
1.08,2,2,5013.627635
0.36,5,5,846.5088291
1.01,5,4,5824.927844
0.55,5,3,1519.954368
0.9,2,5,4881.618076
0.43,5,7,2347.551621
0.54,5,2,978.5183887
0.6,4,3,1777.746618
1.2,4,3,6795.796613
0.53,2,6,2244.955725
3.01,1,1,20536.84139
0.58,5,3,1770.856868
0.63,5,3,2189.027701
0.52,4,7,2939.880537
1.07,3,4,6005.975677
0.3,3,7,939.5502899
1.13,2,2,5431.798468
0.51,2,5,1619.885579
0.23,2,6,-264.0692719
0.46,5,7,2598.454121
0.33,5,3,-319.9972965
2.05,4,2,13446.89896
0.3,3,4,-433.8551489
0.69,1,4,2507.120182
0.3,5,8,1718.109268
0.41,5,2,-108.7257768
0.9,5,2,3989.348385
0.41,4,4,646.4992662
1.01,3,5,5961.972491
0.57,3,3,1366.465536
1.22,3,4,7260.488176
0.31,4,1,-1563.247838
0.73,5,5,3940.972992
0.53,5,5,2268.289661
0.3,3,5,23.94666399
0.53,3,4,1489.730682
0.71,3,3,2537.343868
0.54,4,5,2191.545245
0.41,4,4,646.4992662
0.9,5,2,3989.348385
1.03,3,2,4755.835385
1.08,4,3,5792.186614
0.32,4,7,1267.197206
0.43,2,3,35.20862078
0.7,5,3,2774.466867
0.74,5,7,4940.210785
1.5,4,6,10678.22705
0.34,5,7,1594.844122
0.57,5,4,2145.024514
1,2,3,4802.356116
0.7,5,5,3690.070493
1.01,5,3,5367.126031
0.25,4,7,681.7580398
0.53,5,7,3183.893287
0.96,3,5,5543.801658
1.25,5,5,8289.949654
0.73,5,2,2567.567554
0.34,3,3,-557.1202956
0.74,4,3,2948.62495
1.11,3,3,5882.710531
0.54,5,6,2809.72564
0.95,3,4,5002.365679
0.41,5,7,2180.283288
0.28,3,7,772.2819567
0.34,4,7,1434.465539
1.64,4,5,11391.30357
0.71,5,8,5147.110098
0.74,3,5,3703.849993
0.74,5,6,4482.408972
0.6,4,3,1777.746618
0.44,5,4,1057.780349
0.79,3,3,3206.4172
0.58,5,3,1770.856868
1,2,6,6175.761554
0.34,5,4,221.438683
0.31,4,7,1183.563039
0.31,2,3,-968.4013781
1.81,3,4,12194.904
0.3,4,4,-273.4765661
2.19,4,2,14617.77729
0.91,5,2,4072.982552
0.37,5,5,930.1429957
1.57,4,5,10805.8644
1,4,2,4665.311468
1.09,5,3,6036.199363
0.31,2,4,-510.5995652
0.5,3,5,1696.629996
0.41,4,4,646.4992662
1.23,5,3,7207.077695
1.09,4,3,5875.82078
0.4,5,4,723.2436825
0.42,5,4,890.5120156
1.02,5,3,5450.760197
1,3,2,4504.932886
0.26,3,5,-310.5900023
0.23,2,7,193.732541
0.46,4,8,2895.877351
0.4,2,2,-673.4956919
2.05,5,2,13607.27754
0.41,5,7,2180.283288
2.03,5,5,14813.41465
2.28,5,2,15530.86337
0.72,3,7,4452.185286
1.52,2,5,10066.9364
1.51,4,5,10304.0594
1.14,3,3,6133.613031
0.51,5,4,1643.219515
0.3,5,2,-1028.701609
0.31,4,5,267.9594134
1.5,3,3,9144.443027
0.52,5,5,2184.655494
0.7,1,3,2132.952536
0.3,5,7,1260.307456
0.5,1,3,460.269204
1.54,4,5,10554.9619
1.2,5,3,6956.175196
0.79,3,2,2748.615387
1.2,2,5,7390.643073
2.01,4,3,13570.16411
0.72,3,4,3078.779847
1.1,3,2,5341.274551
0.23,3,6,-103.6906891
0.94,5,1,3866.083239
2.16,3,2,14206.49621
0.27,3,6,230.8459772
0.35,5,3,-152.7289633
0.38,5,4,555.9753493
1.21,3,4,7176.85401
0.3,4,6,642.1270598
0.56,5,5,2519.192161
0.3,2,2,-1509.837358
1.01,4,3,5206.747448
0.34,5,5,679.240496
0.32,4,7,1267.197206
1.01,3,2,4588.567052
0.31,4,3,-647.6442125
0.51,5,3,1185.417702
0.36,4,4,228.3284333
0.5,4,3,941.4049525
0.21,4,2,-1941.787691
0.9,3,3,4126.393033
1.03,4,2,4916.213968
0.37,5,3,14.53936982
0.5,4,3,941.4049525
1.01,3,4,5504.170678
0.84,2,5,4379.813076
0.76,3,5,3871.118327
0.23,3,7,354.1111238
1.03,4,5,6289.619407
0.9,2,5,4881.618076
0.32,5,7,1427.575789
0.55,5,5,2435.557994
1.55,4,3,9722.992443
0.35,5,5,762.8746625
1.51,3,4,9685.879007
0.38,5,5,1013.777162
0.33,3,6,732.6509767
0.31,5,8,1801.743435
0.3,5,5,344.7038297
1.22,5,4,7581.245342
0.4,4,4,562.8650997
1.51,3,1,8312.473568
1.01,2,2,4428.188469
0.51,2,3,704.2819534
0.32,4,7,1267.197206
1.28,5,2,7167.446715
0.33,5,2,-777.7991094
1.11,5,5,7119.071322
2.21,4,2,14785.04562
0.43,2,3,35.20862078
0.7,4,8,4903.097349
0.25,3,8,979.1812699
0.5,2,5,1536.251413
0.24,2,4,-1096.038731
0.3,4,3,-731.2783791
1.11,3,2,5424.908718
1.02,1,2,4351.444053
0.31,5,7,1343.941622
0.39,5,4,639.6095159
0.5,4,5,1857.008578
0.7,5,3,2774.466867
0.32,3,3,-724.3886287
0.3,3,4,-433.8551489
0.41,5,6,1722.481475
1.33,1,2,6944.103217
0.3,5,7,1260.307456
1.51,4,5,10304.0594
0.38,5,7,1929.380788
0.23,3,5,-561.492502
0.74,5,5,4024.607159
1.2,3,2,6177.616217
1.52,5,3,9632.468526
1.01,5,5,6282.729657
0.44,5,5,1515.582162
1.2,4,3,6795.796613
1.3,2,2,6853.5793
0.31,4,3,-647.6442125
1.2,5,6,8329.580634
0.79,4,3,3366.795783
1.05,5,7,7532.869949
0.7,4,2,2156.286471
0.3,3,5,23.94666399
1.25,5,6,8747.751467
2.07,3,5,14827.19415
1.52,4,5,10387.69357
0.31,5,5,428.3379962
0.94,5,2,4323.885052
0.27,3,5,-226.9558357
0.32,5,8,1885.377602
0.35,5,4,305.0728496
1.2,5,7,8787.382447
1.51,4,3,9388.455777
0.4,5,5,1181.045495
0.33,4,6,893.0295595
1.51,3,8,11517.08626
0.72,4,1,1865.752991
0.84,3,5,4540.191659
1.06,3,3,5464.539698
1.01,4,5,6122.351074
0.38,5,6,1471.578975
0.72,5,4,3399.537013
1.61,3,2,9606.617047
1.5,3,4,9602.24484
0.78,2,3,2962.404451
0.69,1,2,1591.516556
0.32,5,5,511.9721628
0.51,5,6,2558.823141
0.34,5,4,221.438683
1.49,3,1,8145.205235
0.5,4,4,1399.206765
0.9,2,3,3966.01445
2.2,4,4,15617.01508
0.51,4,6,2398.444558
2.38,4,3,16664.62827
0.9,4,2,3828.969803
1.05,5,3,5701.662697
0.61,4,5,2776.984411
0.71,3,7,4368.551119
1.01,5,3,5367.126031
0.4,4,5,1020.666913
0.57,4,2,1069.042306
1.74,5,3,11472.42019
0.37,3,5,609.38583
0.53,1,3,711.1717037
2.4,1,2,15892.95904
0.71,4,3,2697.722451
0.71,1,5,3132.190328
0.51,3,4,1322.462349
0.95,1,3,4223.8067
0.32,2,5,30.83641431
0.31,4,5,267.9594134
0.9,2,3,3966.01445
0.51,5,6,2558.823141
1.7,4,5,11893.10857
0.31,4,5,267.9594134
0.5,3,5,1696.629996
1.55,3,2,9104.812047
1.01,3,3,5046.368865
1.01,3,3,5046.368865
1.18,5,3,6788.906863
0.3,5,7,1260.307456
0.76,3,3,2955.514701
0.92,2,3,4133.282783
0.72,1,2,1842.419056
1.5,3,5,10060.04665
1.01,5,3,5367.126031
1.1,5,3,6119.83353
0.34,3,2,-1014.922109
0.53,5,3,1352.686035
1.6,4,3,10141.16328
0.31,5,3,-487.2656296
0.31,5,4,-29.46381671
1.5,2,5,9899.66807
1.02,2,2,4511.822636
1.01,5,3,5367.126031
0.4,5,6,1638.847308
0.4,5,5,1181.045495
1.12,4,3,6126.72328
0.31,4,3,-647.6442125
1.52,4,6,10845.49538
1.6,5,2,9843.740046
2,4,3,13486.52994
0.58,5,4,2228.658681
2.06,3,3,13827.95636
0.56,5,3,1603.588535
0.51,3,4,1322.462349
1.01,4,5,6122.351074
0.5,3,5,1696.629996
1.51,5,4,10006.63617
0.8,4,2,2992.628137
0.52,4,6,2482.078724
1.48,2,8,11105.80518
0.31,5,5,428.3379962
1.01,5,2,4909.324218
0.32,3,3,-724.3886287
0.51,4,4,1482.840932
0.71,4,2,2239.920638
0.61,3,5,2616.605828
1.69,4,1,9978.267149
0.57,5,6,3060.62814
1.22,2,2,6184.505967
1.38,4,3,8301.211611
1.18,5,4,7246.708675
0.51,5,6,2558.823141
1.7,5,2,10680.08171
0.4,2,1,-1131.297505
0.71,5,4,3315.902846
0.93,2,3,4216.91695
0.39,3,6,1234.455976
1.01,5,6,6740.53147
1.6,4,5,11056.7669
0.32,5,7,1427.575789
0.32,2,2,-1342.569024
1,3,2,4504.932886
0.57,5,5,2602.826327
1,4,3,5123.113281
0.53,5,6,2726.091474
1.56,4,4,10264.42842
0.5,4,4,1399.206765
1.06,5,5,6700.900489
0.33,4,4,-22.57406639
0.9,3,6,5499.798472
1,4,3,5123.113281
0.31,5,7,1343.941622
1.24,5,2,6832.910049
1.01,5,5,6282.729657
1.02,5,4,5908.56201
1.01,4,3,5206.747448
0.53,3,2,574.1270564
0.53,5,5,2268.289661
1.58,4,2,9516.09313
1.04,4,6,6831.055386
0.32,5,8,1885.377602
0.58,4,5,2526.081911
1.2,5,7,8787.382447
1.07,4,2,5250.750634
1.06,3,3,5464.539698
0.53,5,5,2268.289661
0.33,5,6,1053.408142
0.7,3,3,2453.709701
1.21,4,5,7795.034405
0.3,3,3,-891.6569619
0.52,5,3,1269.051868
1.16,2,2,5682.700968
0.73,3,3,2704.612201
2.02,5,5,14729.78048
0.37,5,4,472.3411828
1.01,3,3,5046.368865
0.52,5,5,2184.655494
0.7,2,5,3208.934744
0.4,5,7,2096.649121
1,2,5,5717.959742
1.21,5,3,7039.809362
1.08,5,5,6868.168823
0.4,5,7,2096.649121
0.9,3,5,5041.996659
0.41,5,6,1722.481475
1,3,2,4504.932886
0.5,3,3,781.0263696
1.19,5,7,8703.748281
0.5,3,3,781.0263696
0.3,4,5,184.3252468
2.01,2,2,12791.60513
0.32,5,6,969.7739757
0.43,5,7,2347.551621
0.31,5,3,-487.2656296
2.07,4,5,14987.57273
1.03,5,3,5534.394364
0.7,3,5,3369.313327
2.02,3,2,13035.61788
0.57,3,8,3655.4746
1.13,5,3,6370.73603
0.51,3,5,1780.264162
0.27,5,8,1467.206769
1.5,4,5,10220.42524
1.03,3,2,4755.835385
1.51,3,2,8770.275381
0.72,5,7,4772.942452
1.71,4,5,11976.74273
0.4,3,5,860.2883298
1.51,3,6,10601.48263
0.5,5,3,1101.783535
1.14,4,3,6293.991613
0.33,5,5,595.6063294
1.6,4,3,10141.16328
0.3,2,5,-136.4319188
0.73,5,3,3025.369367
0.59,3,3,1533.733869
0.47,5,5,1766.484661
0.4,4,6,1478.468726
0.3,5,5,344.7038297
1.01,3,6,6419.774304
0.72,3,3,2620.978034
0.63,5,4,2646.829514
1.53,5,4,10173.90451
0.4,2,5,699.9097469
1.2,1,1,5399.057238
0.78,5,3,3443.540199
0.27,4,4,-524.3790658
0.92,3,3,4293.661366
0.34,5,8,2052.645935
0.26,3,7,605.0136236
1.05,5,3,5701.662697
0.4,3,7,1775.891956
2.01,3,6,14783.19096
1.05,5,3,5701.662697
0.3,5,7,1260.307456
0.47,3,6,1903.529309
1.02,2,4,5427.426262
1.59,4,3,10057.52911
1,3,2,4504.932886
2.15,5,2,14443.61921
0.4,3,3,-55.31529612
1.01,4,4,5664.549261
1.6,5,3,10301.54186
2.01,5,3,13730.54269
0.3,5,5,344.7038297
0.42,5,6,1806.115642
0.4,3,7,1775.891956
0.76,3,5,3871.118327
0.41,5,5,1264.679662
0.56,5,7,3434.795787
0.7,2,3,2293.331118
2.29,4,2,15454.11896
1.05,1,4,5517.950179
1.52,3,6,10685.1168
0.4,3,7,1775.891956
1.2,4,2,6337.9948
0.26,5,5,10.16716335
1.74,5,3,11472.42019
0.71,1,5,3132.190328
1.22,5,2,6665.641716
0.41,4,4,646.4992662
0.31,1,4,-670.978148
1.01,2,3,4885.990282
1.02,3,3,5130.003032
1.23,4,2,6588.8973
0.63,2,4,2165.693765
0.75,5,2,2734.835887
0.43,3,7,2026.794455
1.24,5,3,7290.711862
0.5,4,4,1399.206765
1.01,5,6,6740.53147
0.31,4,2,-1105.446025
0.7,3,5,3369.313327
0.38,4,2,-520.0068594
2.29,4,2,15454.11896
0.85,1,3,3387.465034
0.32,5,4,54.17034987
1.01,3,5,5961.972491
0.31,5,6,886.1398092
0.52,4,5,2024.276912
0.4,5,6,1638.847308
0.7,3,5,3369.313327
1.31,4,7,9546.979697
0.5,4,6,2314.810391
1.5,4,5,10220.42524
0.7,4,3,2614.088284
0.31,3,7,1023.184456
1,2,3,4802.356116
0.41,4,4,646.4992662
1.04,4,2,4999.848135
0.32,3,2,-1182.190442
0.78,3,3,3122.783034
1.01,3,5,5961.972491
0.9,2,2,3508.212637
0.9,4,5,5202.375241
1.71,3,3,10900.76053
0.41,5,8,2638.085101
1,5,2,4825.690051
0.56,5,6,2976.993974
0.43,4,4,813.7675994
0.95,5,5,5780.924657
0.83,5,2,3403.909219
0.51,5,5,2101.021328
0.7,1,2,1675.150723
0.41,4,4,646.4992662
0.32,5,8,1885.377602
0.7,3,5,3369.313327
0.7,4,3,2614.088284
0.53,5,4,1810.487848
0.9,2,3,3966.01445
0.72,4,3,2781.356617
0.3,3,2,-1349.458775
1,4,5,6038.716907
1.57,3,5,10645.48582
0.51,5,5,2101.021328
1.3,1,1,6235.398904
1.07,5,6,7242.336469
1.55,5,5,10798.97465
0.9,4,1,3371.16799
0.72,4,2,2323.554804
1,4,2,4665.311468
0.55,5,3,1519.954368
1.36,2,3,7813.186112
0.26,4,6,307.5903934
1.08,5,2,5494.763384
0.79,5,3,3527.174366
0.9,3,5,5041.996659
0.9,3,3,4126.393033
1.13,1,4,6187.023511
1,2,2,4344.554303
1.51,5,6,10922.2398
1.2,5,4,7413.977009
1.01,3,3,5046.368865
1.03,5,2,5076.592551
0.9,5,3,4447.150198
0.38,4,6,1311.200392
0.84,5,3,3945.345199
0.39,5,7,2013.014955
0.33,5,6,1053.408142
0.7,5,5,3690.070493
0.75,5,3,3192.6377
0.42,5,5,1348.313829
1.03,5,6,6907.799803
0.81,4,6,4907.469555
0.31,5,7,1343.941622
1.15,3,2,5759.445384
0.29,3,4,-517.4893155
1,2,5,5717.959742
0.9,3,2,3668.59122
0.55,5,5,2435.557994
2.11,5,2,14109.08254
1,3,6,6336.140137
0.37,2,5,449.0072472
0.5,5,5,2017.387161
0.3,5,4,-113.0979833
0.7,3,3,2453.709701
0.9,4,3,4286.771616
0.41,5,5,1264.679662
0.33,4,6,893.0295595
0.68,4,3,2446.819951
0.73,3,2,2246.810388
0.52,5,3,1269.051868
0.47,1,3,209.3667043
0.71,2,3,2376.965285
0.7,3,5,3369.313327
0.94,3,3,4460.929699
0.41,4,3,188.6974533
0.41,4,3,188.6974533
0.34,5,4,221.438683
0.75,3,3,2871.880534
2.01,4,2,13112.36229
1,5,6,6656.897303
1.21,3,4,7176.85401
0.74,3,2,2330.444555
0.42,2,3,-48.42554579
0.51,5,6,2558.823141
1.57,3,5,10645.48582
1,4,3,5123.113281
0.7,5,4,3232.26868
0.92,5,3,4614.418532
0.41,5,4,806.8778491
0.65,3,7,3866.74612
0.3,4,4,-273.4765661
0.94,5,2,4323.885052
0.32,2,5,30.83641431
1.2,5,3,6956.175196
1,5,6,6656.897303
1.01,4,5,6122.351074
0.37,5,7,1845.746622
1.55,2,4,9860.03709
0.52,2,3,787.91612
0.51,5,4,1643.219515
0.5,2,3,620.6477868
1.21,3,2,6261.250384
1.01,4,2,4748.945635
1.12,5,6,7660.507302
1.26,5,3,7457.980195
0.72,5,2,2483.933387
1.03,5,3,5534.394364
0.32,5,8,1885.377602
0.3,4,6,642.1270598
0.72,2,5,3376.203077
0.76,4,2,2658.091471
1.02,4,5,6205.98524
1.7,4,5,11893.10857
0.41,5,4,806.8778491
2.09,3,2,13621.05704
1.08,5,8,8241.574261
1.06,4,5,6540.521907
1.26,3,4,7595.024842
0.8,3,4,3747.85318
1,3,5,5878.338324
0.3,5,5,344.7038297
0.42,3,3,111.953037
0.93,5,2,4240.250885
0.3,2,7,779.171707
0.3,5,8,1718.109268
0.43,3,4,653.3890165
0.71,2,6,3750.370724
0.41,2,6,1241.345726
0.95,4,2,4247.140635
2,3,2,12868.34954
1.05,3,5,6296.509157
0.34,3,3,-557.1202956
2,4,1,12570.92631
1.04,3,5,6212.874991
0.52,5,3,1269.051868
2.07,3,2,13453.78871
0.91,1,2,3431.468221
0.5,5,3,1101.783535
1.51,4,2,8930.653964
0.3,2,7,779.171707
0.55,5,5,2435.557994
1.2,4,6,8169.202052
1.01,4,5,6122.351074
0.51,5,6,2558.823141
0.53,5,4,1810.487848
1.2,5,7,8787.382447
0.71,3,6,3910.749307
0.32,3,7,1106.818623
2.13,5,2,14276.35087
1.1,5,4,6577.635343
0.7,5,6,4147.872306
0.3,4,3,-731.2783791
0.48,3,3,613.7580365
0.3,5,3,-570.8997962
0.32,5,5,511.9721628
0.71,5,4,3315.902846
1.25,5,4,7832.147841
0.51,5,6,2558.823141
0.73,3,4,3162.414014
0.41,2,7,1699.147539
1.23,5,6,8580.483134
0.55,5,7,3351.16162
0.58,3,3,1450.099702
0.97,4,3,4872.210782
0.33,5,5,595.6063294
0.33,5,6,1053.408142
0.41,5,4,806.8778491
0.27,5,7,1009.404956
0.3,3,3,-891.6569619
0.52,5,6,2642.457307
0.42,5,7,2263.917454
1.01,2,2,4428.188469
0.39,5,7,2013.014955
0.43,3,3,195.5872036
0.72,5,6,4315.140639
0.23,3,7,354.1111238
0.79,3,4,3664.219013
0.35,5,8,2136.280101
0.24,3,6,-20.05652253
0.68,3,6,3659.846807
1.02,3,4,5587.804845
0.71,5,2,2400.29922
0.76,4,7,4947.100535
0.41,5,6,1722.481475
0.7,3,2,1995.907888
2.41,4,2,16457.72896
0.61,2,6,2914.029058
1,5,3,5283.491864
0.71,5,5,3773.704659
1.13,3,3,6049.978864
0.41,5,5,1264.679662
0.76,3,3,2955.514701
0.97,5,1,4116.985739
0.62,4,1,1029.411326
0.9,2,3,3966.01445
0.79,3,5,4122.020826
0.3,5,3,-570.8997962
0.31,5,7,1343.941622
0.32,5,5,511.9721628
1.04,2,3,5136.892782
1.21,5,7,8871.016614
1.02,1,3,4809.245866
0.35,5,5,762.8746625
0.32,5,3,-403.6314631
1.02,4,4,5748.183427
0.36,4,2,-687.2751925
0.38,4,4,395.5967665
1.05,4,3,5541.284114
0.41,2,2,-589.8615253
1.05,3,5,6296.509157
1.52,4,3,9472.089943
0.9,5,3,4447.150198
1.15,4,2,5919.823967
0.94,5,3,4781.686865
0.7,4,4,3071.890097
0.5,5,6,2475.188974
0.64,5,6,3646.067306
0.55,5,5,2435.557994
0.38,5,5,1013.777162
0.53,5,5,2268.289661
1.68,2,1,9573.875817
1.22,4,3,6963.064946
2,1,2,12547.59238
1.01,4,2,4748.945635
0.9,5,2,3989.348385
0.26,5,4,-447.6346496
1.01,5,2,4909.324218
0.92,3,3,4293.661366
1.5,4,2,8847.019797
1.34,3,5,8721.899988
0.31,5,5,428.3379962
0.61,2,4,1998.425432
0.4,2,3,-215.6938789
0.3,5,5,344.7038297
0.95,5,2,4407.519218
0.32,5,4,54.17034987
1.66,2,5,11237.81474
1.22,4,5,7878.668572
2.53,4,2,17461.33895
0.3,5,4,-113.0979833
0.25,3,6,63.57764404
0.73,5,4,3483.17118
0.3,3,8,1397.352103
1.31,4,2,7257.970632
1.01,3,5,5961.972491
0.41,3,5,943.9224963
0.37,4,3,-145.839213
0.3,3,7,939.5502899
0.51,4,5,1940.642745
2.56,2,2,17391.48429
0.38,4,3,-62.20504644
0.38,3,4,235.2181837
0.58,5,5,2686.460494
0.74,5,2,2651.20172
0.31,5,3,-487.2656296
1,2,5,5717.959742
0.31,3,5,107.5808306
0.61,4,6,3234.786224
0.81,5,5,4610.046325
0.58,5,3,1770.856868
0.38,3,5,693.0199966
0.54,5,3,1436.320202
0.57,3,5,2282.069162
1.01,4,3,5206.747448
0.57,1,4,1503.510183
0.73,4,3,2864.990784
1.18,5,2,6331.10505
0.31,5,8,1801.743435
0.3,5,4,-113.0979833
0.34,5,5,679.240496
0.7,3,2,1995.907888
0.3,5,4,-113.0979833
0.58,5,6,3144.262307
1.24,5,5,8206.315488
1.23,3,4,7344.122343
0.57,5,3,1687.222701
0.32,5,7,1427.575789
0.9,5,7,6278.35745
0.39,5,6,1555.213142
0.8,5,3,3610.808533
1.14,5,4,6912.172009
0.72,3,4,3078.779847
0.31,5,5,428.3379962
0.54,5,3,1436.320202
0.32,5,5,511.9721628
0.32,5,5,511.9721628
0.27,5,5,93.80132992
1.06,5,1,4869.693238
1.01,4,5,6122.351074
1.04,4,2,4999.848135
0.25,4,6,223.9562269
0.3,5,5,344.7038297
0.51,4,2,567.2373061
0.73,5,4,3483.17118
0.44,5,4,1057.780349
0.33,3,3,-640.7544622
0.7,3,3,2453.709701
1,2,6,6175.761554
0.3,5,7,1260.307456
0.76,4,2,2658.091471
0.79,5,3,3527.174366
0.76,5,5,4191.875492
0.51,5,4,1643.219515
0.53,5,5,2268.289661
0.56,1,6,2335.479642
0.31,5,7,1343.941622
0.41,4,4,646.4992662
0.54,5,5,2351.923827
1,3,3,4962.734698
1.01,3,3,5046.368865
1.65,5,4,11177.5145
0.24,5,8,1216.304269
0.33,5,3,-319.9972965
0.78,5,5,4359.143825
1.01,3,5,5961.972491
0.74,3,2,2330.444555
0.51,4,4,1482.840932
2.01,2,3,13249.40694
0.34,5,3,-236.3631299
1.23,5,3,7207.077695
0.39,5,6,1555.213142
1.5,3,4,9602.24484
0.31,5,7,1343.941622
0.34,5,5,679.240496
0.34,5,8,2052.645935
0.33,5,4,137.8045164
0.3,5,3,-570.8997962
0.28,5,5,177.4354965
0.35,3,4,-15.68431606
0.3,5,8,1718.109268
1.4,5,3,8628.858527
0.35,4,3,-313.1075462
0.42,4,3,272.3316199
1.75,5,3,11556.05436
0.42,5,2,-25.09161024
1.26,5,4,7915.782008
1.25,5,4,7832.147841
1.01,4,3,5206.747448
0.23,2,7,193.732541
1.15,5,4,6995.806176
1.02,4,2,4832.579802
0.39,5,8,2470.816768
0.37,4,7,1685.368039
0.9,2,3,3966.01445
0.27,3,7,688.6477901
0.53,4,1,276.7038263
0.57,4,4,1984.645931
0.76,4,3,3115.893283
1.02,5,2,4992.958384
0.58,4,5,2526.081911
0.7,2,2,1835.529305
0.32,2,3,-884.7672116
0.72,3,5,3536.58166
0.73,4,5,3780.59441
1.02,3,5,6045.606658
0.4,3,5,860.2883298
0.31,5,4,-29.46381671
1.04,5,5,6533.632156
0.71,3,5,3452.947494
0.34,4,7,1434.465539
0.3,3,7,939.5502899
0.71,4,5,3613.326076
2.28,4,2,15370.48479
0.72,3,3,2620.978034
0.91,2,5,4965.252242
0.5,3,4,1238.828183
0.91,4,2,3912.603969
0.3,5,5,344.7038297
0.41,4,2,-269.1043596
0.71,4,7,4528.929702
0.92,2,3,4133.282783
0.3,5,5,344.7038297
0.7,4,3,2614.088284
2.36,4,2,16039.55812
0.35,5,8,2136.280101
0.7,5,4,3232.26868
0.81,5,5,4610.046325
0.53,5,2,894.8842221
1.07,5,3,5868.93103
1.51,3,4,9685.879007
0.31,5,5,428.3379962
1.61,4,3,10224.79744
0.3,2,6,321.3698941
0.39,5,6,1555.213142
0.43,5,6,1889.749808
1.04,4,3,5457.649948
0.35,5,5,762.8746625
1.02,3,3,5130.003032
0.92,5,5,5530.022157
0.9,3,4,4584.194846
0.59,3,3,1533.733869
1.09,5,3,6036.199363
0.5,5,5,2017.387161
0.81,4,2,3076.262303
0.54,2,4,1412.986266
0.52,5,5,2184.655494
0.92,4,2,3996.238136
2.12,3,2,13871.95954
2.01,2,2,12791.60513
1.2,3,6,8008.823469
1.18,4,2,6170.726467
0.61,5,4,2479.561181
1.06,3,5,6380.143324
0.42,4,7,2103.538872
0.51,4,5,1940.642745
0.3,5,7,1260.307456
0.31,5,5,428.3379962
1.11,3,3,5882.710531
0.31,4,6,725.7612263
0.72,5,5,3857.338826
0.76,3,3,2955.514701
0.35,4,5,602.4960797
0.8,2,5,4045.27641
1.02,4,2,4832.579802
0.7,5,3,2774.466867
1.13,5,5,7286.339656
1.01,1,2,4267.809886
0.57,3,3,1366.465536
2.01,2,2,12791.60513
0.52,5,2,811.2500555
1.51,2,3,9067.698611
1.64,5,6,12009.48396
0.8,1,2,2511.492388
0.3,2,5,-136.4319188
0.43,5,8,2805.353434
0.32,5,5,511.9721628
0.31,5,4,-29.46381671
2.16,5,2,14527.25337
0.6,5,5,2853.728827
1.25,3,3,7053.588863
1.71,4,3,11061.13911
0.42,5,6,1806.115642
0.31,2,3,-968.4013781
0.9,2,3,3966.01445
0.31,2,6,405.0040607
0.55,3,5,2114.800828
